age,marital,dwelling,edu,foodins,weight,female,immigr,rural,children,household,joblose,finimpact,pfg,anx2,nmissingvars,finimp3,fooddich,_est_est1,_est_est2,_est_est3,_est_est4
"65 to 74 years old","Married/Common law","Single detached house","University certificate, diploma, degree above the BA level","Food secure",11028.63,1,0,0,"No Child",2,"Might lose","Moderate",0,0,0,"Impact",0,1,1,1,1
"45 to 54 years old","Married/Common law","Single detached house","High school diploma or a high school equivalency certificate","Moderately food insecure",4008.96,1,1,0,"No Child",2,"Not expected","Moderate",1,1,0,"Impact",1,1,1,1,1
"45 to 54 years old","Married/Common law","Single detached house","High school diploma or a high school equivalency certificate","Food secure",15293.89,1,0,1,"No Child",2,"Not expected","No impact",1,1,0,"No Impact",0,1,1,1,1
"35 to 44 years old","Never married","Other","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",3302.431,1,1,0,"No Child",1,"Not expected","No impact",1,0,0,"No Impact",0,1,1,1,1
"35 to 44 years old","Never married","Low-rise apartment less than 5 stories","High school diploma or a high school equivalency certificate","Moderately food insecure",10122.23,1,0,0,"No Child",1,"Valid skip","Major",1,0,0,"Impact",1,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","Less than high school diploma or its equivalent","Food secure",2885.163,1,0,0,"No Child",2,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",909.6635,1,0,1,"No Child",2,"Not expected","Too soon",0,0,0,"Too soon",0,1,1,1,1
"15 to 24 years old","Never married","Single detached house","High school diploma or a high school equivalency certificate","Food secure",3399.444,1,0,0,"No Child",5,"Valid skip","No impact",1,0,0,"No Impact",0,1,1,1,1
"65 to 74 years old","Married/Common law","Single detached house","High school diploma or a high school equivalency certificate","Food secure",10574.08,1,0,0,"No Child",2,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"65 to 74 years old","Widowed/Separated/Divorced","Single detached house","University certificate or diploma below the bachelor's level","Food secure",853.7012,1,1,0,"No Child",1,"Valid skip","No impact",1,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Never married","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",1400.21,1,0,0,"No Child",2,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","High school diploma or a high school equivalency certificate","Food secure",5829.978,1,0,1,"No Child",2,"Not expected","Too soon",0,0,0,"Too soon",0,1,1,1,1
"35 to 44 years old","Never married","Single detached house","College/CEGEP/other non-university certificate or diploma","Moderately food insecure",9476.982,1,0,0,"No Child",2,"Not expected","Major",0,0,0,"Impact",1,1,1,1,1
"35 to 44 years old","Married/Common law","Single detached house","High school diploma or a high school equivalency certificate","Moderately food insecure",10143.15,1,0,1,"No Child",3,"Not expected","Moderate",0,0,0,"Impact",1,1,1,1,1
"25 to 34 years old","Married/Common law","High-rise apartment 5 or more stories","University certificate, diploma, degree above the BA level","Food secure",12121.16,1,1,0,"No Child",2,"Valid skip","Major",1,0,0,"Impact",0,1,1,1,1
"25 to 34 years old","Married/Common law","Single detached house","University certificate, diploma, degree above the BA level","Food secure",1131.662,1,0,1,"No Child",2,"Not expected","No impact",0,0,0,"No Impact",0,1,1,1,1
"35 to 44 years old","Never married","Low-rise apartment less than 5 stories","Trade certificate or diploma","Moderately food insecure",2864.818,1,0,0,"No Child",1,"Not expected","Moderate",1,1,0,"Impact",1,1,1,1,1
"65 to 74 years old","Married/Common law","Single detached house","University certificate or diploma below the bachelor's level","Food secure",1818.175,1,0,0,"No Child",2,"Valid skip","Too soon",1,1,0,"Too soon",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",12630.69,1,0,0,"No Child",2,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"65 to 74 years old","Never married","Low-rise apartment less than 5 stories","University certificate, diploma, degree above the BA level","Moderately food insecure",2234.894,1,0,0,"No Child",1,"Valid skip","Moderate",1,0,0,"Impact",1,1,1,1,1
"55 to 64 years old","Widowed/Separated/Divorced","Other","Less than high school diploma or its equivalent","Food secure",11871.7,1,0,0,"No Child",2,"Not expected","Minor",0,0,0,"Impact",0,1,1,1,1
"65 to 74 years old","Widowed/Separated/Divorced","Single detached house","University certificate, diploma, degree above the BA level","Food secure",1005.1,1,0,0,"No Child",1,"Not expected","No impact",0,0,0,"No Impact",0,1,1,1,1
"65 to 74 years old","Never married","Other","College/CEGEP/other non-university certificate or diploma","Food secure",1214.068,1,0,1,"No Child",1,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"45 to 54 years old","Married/Common law","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",1789.613,1,0,1,"No Child",2,"Not expected","No impact",0,0,0,"No Impact",0,1,1,1,1
"45 to 54 years old","Never married","Other","Trade certificate or diploma","Food secure",1178.916,1,0,0,"No Child",1,"Not expected","Too soon",1,1,0,"Too soon",0,1,1,1,1
"65 to 74 years old","Never married","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",2172.606,1,0,1,"No Child",2,"Valid skip","Minor",1,0,0,"Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",1489.317,1,0,0,"No Child",2,"Valid skip","Minor",0,0,0,"Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","High-rise apartment 5 or more stories","High school diploma or a high school equivalency certificate","Moderately food insecure",1441.232,1,0,0,"No Child",2,"Valid skip","Major",1,1,0,"Impact",1,1,1,1,1
"45 to 54 years old","Married/Common law","Single detached house","University certificate, diploma, degree above the BA level","Food secure",1441.741,1,0,1,"No Child",3,"Might lose","Major",0,0,1,"Impact",0,1,1,1,1
"65 to 74 years old","Married/Common law","Single detached house","High school diploma or a high school equivalency certificate","Food secure",7914.552,1,0,1,"No Child",2,"Valid skip","Minor",0,0,1,"Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","College/CEGEP/other non-university certificate or diploma","Moderately food insecure",2377.636,1,0,0,"No Child",2,"Valid skip","Too soon",1,0,0,"Too soon",1,1,1,1,1
"25 to 34 years old","Married/Common law","Single detached house","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",3836.737,1,1,0,"No Child",2,"Not expected","Major",1,0,0,"Impact",0,1,1,1,1
"65 to 74 years old","Widowed/Separated/Divorced","High-rise apartment 5 or more stories","Trade certificate or diploma","Food secure",10226.98,1,0,0,"No Child",2,"Valid skip","Minor",1,0,0,"Impact",0,1,1,1,1
"45 to 54 years old","Widowed/Separated/Divorced","Low-rise apartment less than 5 stories","University certificate, diploma, degree above the BA level","Food secure",4304.908,1,0,0,"No Child",1,"Not expected","No impact",0,0,0,"No Impact",0,1,1,1,1
"25 to 34 years old","Married/Common law","Single detached house","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",3187.397,1,0,0,"No Child",2,"Not expected","No impact",1,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",1138.883,1,1,1,"No Child",2,"Valid skip","Moderate",1,0,0,"Impact",0,1,1,1,1
"55 to 64 years old","Widowed/Separated/Divorced","Other","High school diploma or a high school equivalency certificate","Food secure",978.8742,1,0,0,"No Child",1,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Widowed/Separated/Divorced","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",3528.392,1,0,0,"No Child",1,"Might lose","No impact",0,0,0,"No Impact",0,1,1,1,1
"45 to 54 years old","Married/Common law","Other","High school diploma or a high school equivalency certificate","Food secure",38537.02,1,1,0,"No Child",2,"Not expected","No impact",0,0,0,"No Impact",0,1,1,1,1
"35 to 44 years old","Married/Common law","Single detached house","Trade certificate or diploma","Food secure",6668.56,1,0,0,"No Child",2,"Not expected","Too soon",1,0,0,"Too soon",0,1,1,1,1
"55 to 64 years old","Married/Common law","High-rise apartment 5 or more stories","College/CEGEP/other non-university certificate or diploma","Food secure",19179.02,1,1,0,"No Child",2,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"45 to 54 years old","Widowed/Separated/Divorced","Single detached house","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",521.4717,1,0,0,"No Child",1,"Not expected","No impact",1,1,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Other","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",10547.73,1,0,0,"No Child",2,"Not expected","Minor",0,0,0,"Impact",0,1,1,1,1
"25 to 34 years old","Never married","High-rise apartment 5 or more stories","College/CEGEP/other non-university certificate or diploma","Food secure",4437.096,1,1,0,"No Child",1,"Not expected","No impact",1,0,0,"No Impact",0,1,1,1,1
"75 years and older","Widowed/Separated/Divorced","Single detached house","High school diploma or a high school equivalency certificate","Food secure",1899.698,1,1,1,"No Child",1,"Not expected","No impact",0,1,0,"No Impact",0,1,1,1,1
"45 to 54 years old","Never married","Other","College/CEGEP/other non-university certificate or diploma","Food secure",1838.952,1,1,0,"No Child",2,"Might lose","No impact",1,1,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Widowed/Separated/Divorced","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",3734.738,1,0,0,"No Child",2,"Not expected","No impact",1,0,0,"No Impact",0,1,1,1,1
"65 to 74 years old","Married/Common law","Single detached house","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",5396.525,1,0,0,"No Child",2,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Never married","High-rise apartment 5 or more stories","College/CEGEP/other non-university certificate or diploma","Food secure",2141.959,1,1,0,"No Child",1,"Not expected","Moderate",1,1,0,"Impact",0,1,1,1,1
"45 to 54 years old","Widowed/Separated/Divorced","Other","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",1004.279,1,0,0,"No Child",1,"Not expected","Too soon",1,0,0,"Too soon",0,1,1,1,1
"45 to 54 years old","Married/Common law","Other","University certificate, diploma, degree above the BA level","Food secure",9406.706,1,1,0,"No Child",2,"Might lose","No impact",1,0,0,"No Impact",0,1,1,1,1
"35 to 44 years old","Never married","Single detached house","Trade certificate or diploma","Food secure",17371.82,1,0,0,"No Child",3,"Valid skip","Minor",0,0,0,"Impact",0,1,1,1,1
"55 to 64 years old","Never married","Other","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",6375.685,1,0,0,"No Child",1,"Not expected","No impact",0,0,0,"No Impact",0,1,1,1,1
"45 to 54 years old","Married/Common law","Low-rise apartment less than 5 stories","High school diploma or a high school equivalency certificate","Food secure",15619.6,1,0,0,"No Child",3,"Valid skip","Moderate",1,0,0,"Impact",0,1,1,1,1
"65 to 74 years old","Married/Common law","Single detached house","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",1583.776,1,0,1,"No Child",2,"Valid skip","No impact",1,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","University certificate or diploma below the bachelor's level","Food secure",2940.961,1,0,0,"No Child",4,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"45 to 54 years old","Married/Common law","Single detached house","Trade certificate or diploma","Food secure",5054.543,1,0,0,"No Child",3,"Might lose","Moderate",0,1,0,"Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","University certificate or diploma below the bachelor's level","Food secure",10920.56,1,0,0,"No Child",3,"Not expected","No impact",0,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Widowed/Separated/Divorced","Other","Trade certificate or diploma","Food secure",2330.28,1,0,0,"No Child",1,"Might lose","Major",1,0,2,"Impact",0,1,1,1,1
"55 to 64 years old","Widowed/Separated/Divorced","High-rise apartment 5 or more stories","High school diploma or a high school equivalency certificate","Severely food insecure",2069.677,1,0,0,"No Child",1,"Not expected","Moderate",0,0,0,"Impact",1,1,1,1,1
"55 to 64 years old","Widowed/Separated/Divorced","Single detached house","High school diploma or a high school equivalency certificate","Marginally food insecure",8285.076,1,0,0,"No Child",2,"Valid skip","Minor",1,1,0,"Impact",1,1,1,1,1
"45 to 54 years old","Widowed/Separated/Divorced","High-rise apartment 5 or more stories","University certificate or diploma below the bachelor's level","Food secure",781.5941,1,0,0,"No Child",1,"Valid skip","Moderate",1,0,0,"Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",4581.193,1,0,1,"No Child",4,"Not expected","Major",0,0,1,"Impact",0,1,1,1,1
"65 to 74 years old","Never married","Single detached house","College/CEGEP/other non-university certificate or diploma","Moderately food insecure",553.2705,1,0,0,"No Child",1,"Valid skip","Minor",1,0,0,"Impact",1,1,1,1,1
"25 to 34 years old","Married/Common law","Single detached house","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",2406.78,1,1,0,"No Child",2,"Not expected","No impact",0,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","High school diploma or a high school equivalency certificate","Food secure",12209.41,1,0,0,"No Child",4,"Might lose","Major",0,0,0,"Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","College/CEGEP/other non-university certificate or diploma","Marginally food insecure",6525.365,1,0,0,"No Child",2,"Not expected","Moderate",0,0,0,"Impact",1,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","University certificate or diploma below the bachelor's level","Food secure",2147.131,1,0,1,"No Child",2,"Valid skip","Moderate",1,0,0,"Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","University certificate, diploma, degree above the BA level","Food secure",826.7051,1,0,0,"No Child",2,"Valid skip","Moderate",0,0,0,"Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","University certificate or diploma below the bachelor's level","Food secure",16822.01,1,0,1,"No Child",2,"Not expected","No impact",1,0,1,"No Impact",0,1,1,1,1
"35 to 44 years old","Married/Common law","High-rise apartment 5 or more stories","University certificate, diploma, degree above the BA level","Food secure",17073.92,1,0,0,"No Child",2,"Not expected","No impact",1,0,0,"No Impact",0,1,1,1,1
"25 to 34 years old","Never married","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",2428.613,1,0,0,"No Child",2,"Not expected","No impact",1,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Never married","Single detached house","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",7234.472,1,0,0,"No Child",5,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",1921.138,1,0,1,"No Child",2,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Other","High school diploma or a high school equivalency certificate","Food secure",11484.87,1,0,0,"No Child",2,"Might lose","Major",0,1,0,"Impact",0,1,1,1,1
"75 years and older","Married/Common law","Single detached house","High school diploma or a high school equivalency certificate","Food secure",8769.925,1,0,1,"No Child",2,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",5995.471,1,0,1,"No Child",2,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"75 years and older","Widowed/Separated/Divorced","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",844.3056,1,0,1,"No Child",1,"Valid skip","Minor",0,0,0,"Impact",0,1,1,1,1
"25 to 34 years old","Never married","Other","Trade certificate or diploma","Moderately food insecure",1353.26,1,0,0,"No Child",1,"Not expected","No impact",0,0,0,"No Impact",1,1,1,1,1
"45 to 54 years old","Never married","Low-rise apartment less than 5 stories","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",1362.299,1,0,0,"No Child",1,"Not expected","No impact",1,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Never married","Single detached house","University certificate, diploma, degree above the BA level","Food secure",318.7773,1,0,1,"No Child",1,"Not expected","No impact",1,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Widowed/Separated/Divorced","Single detached house","University certificate, diploma, degree above the BA level","Food secure",319.4117,1,0,0,"No Child",1,"Not expected","No impact",1,0,0,"No Impact",0,1,1,1,1
"75 years and older","Married/Common law","High-rise apartment 5 or more stories","High school diploma or a high school equivalency certificate","Food secure",2733.869,1,0,0,"No Child",1,"Valid skip","No impact",0,0,1,"No Impact",0,1,1,1,1
"45 to 54 years old","Married/Common law","Single detached house","High school diploma or a high school equivalency certificate","Food secure",55895.94,1,0,0,"No Child",2,"Not expected","No impact",0,0,0,"No Impact",0,1,1,1,1
"75 years and older","Widowed/Separated/Divorced","Single detached house","Trade certificate or diploma","Food secure",3470.589,1,0,0,"No Child",1,"Valid skip","No impact",1,0,0,"No Impact",0,1,1,1,1
"25 to 34 years old","Married/Common law","High-rise apartment 5 or more stories","University certificate, diploma, degree above the BA level","Food secure",3501.636,1,0,0,"No Child",2,"Not expected","No impact",1,1,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","High school diploma or a high school equivalency certificate","Food secure",3494.102,1,0,1,"No Child",2,"Not expected","Moderate",1,0,0,"Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","University certificate, diploma, degree above the BA level","Food secure",1281.916,1,0,1,"No Child",1,"Might lose","Minor",0,0,0,"Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","University certificate, diploma, degree above the BA level","Food secure",2114.865,1,0,0,"No Child",2,"Not expected","No impact",0,0,0,"No Impact",0,1,1,1,1
"35 to 44 years old","Married/Common law","Other","University certificate, diploma, degree above the BA level","Food secure",2615.923,1,0,0,"No Child",2,"Not expected","No impact",0,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",3092.423,1,0,0,"No Child",2,"Valid skip","No impact",1,1,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","High school diploma or a high school equivalency certificate","Food secure",5466.008,1,0,1,"No Child",2,"Valid skip","Moderate",0,0,0,"Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","University certificate, diploma, degree above the BA level","Food secure",2128.464,1,0,0,"No Child",2,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"45 to 54 years old","Married/Common law","Other","University certificate, diploma, degree above the BA level","Food secure",7917.094,1,0,0,"No Child",2,"Not expected","Minor",0,0,0,"Impact",0,1,1,1,1
"45 to 54 years old","Married/Common law","Single detached house","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",11837.17,1,1,0,"No Child",3,"Not expected","Minor",0,0,0,"Impact",0,1,1,1,1
"65 to 74 years old","Widowed/Separated/Divorced","Single detached house","High school diploma or a high school equivalency certificate","Food secure",910.0906,1,0,0,"No Child",1,"Valid skip","No impact",1,0,0,"No Impact",0,1,1,1,1
"65 to 74 years old","Married/Common law","Single detached house","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",796.1825,1,0,0,"No Child",2,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"45 to 54 years old","Married/Common law","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",3331.912,1,0,1,"No Child",3,"Not expected","No impact",0,0,0,"No Impact",0,1,1,1,1
"75 years and older","Married/Common law","Single detached house","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",1778.552,1,0,1,"No Child",2,"Valid skip","Minor",0,0,0,"Impact",0,1,1,1,1
"55 to 64 years old","Widowed/Separated/Divorced","Low-rise apartment less than 5 stories","High school diploma or a high school equivalency certificate","Moderately food insecure",12587.42,1,0,0,"No Child",1,"Valid skip","Too soon",1,1,0,"Too soon",1,1,1,1,1
"45 to 54 years old","Married/Common law","Single detached house","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Marginally food insecure",2617.07,1,1,1,"No Child",3,"Not expected","Too soon",1,0,0,"Too soon",1,1,1,1,1
"15 to 24 years old","Never married","Single detached house","Less than high school diploma or its equivalent","Food secure",67943.28,1,0,0,"No Child",3,"Valid skip","Minor",1,0,0,"Impact",0,1,1,1,1
"15 to 24 years old","Never married","Single detached house","University certificate or diploma below the bachelor's level","Severely food insecure",938.8832,1,0,0,"No Child",2,"Valid skip","Major",1,0,0,"Impact",1,1,1,1,1
"75 years and older","Married/Common law","Single detached house","University certificate, diploma, degree above the BA level","Food secure",2092.61,1,0,0,"No Child",2,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","High school diploma or a high school equivalency certificate","Food secure",4953.938,1,0,0,"No Child",2,"Not expected","Too soon",0,0,0,"Too soon",0,1,1,1,1
"65 to 74 years old","Married/Common law","Single detached house","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",1123.063,1,1,1,"No Child",2,"Valid skip","Moderate",1,0,0,"Impact",0,1,1,1,1
"45 to 54 years old","Married/Common law","Single detached house","University certificate or diploma below the bachelor's level","Food secure",3631.264,1,0,1,"No Child",2,"Not expected","No impact",1,0,0,"No Impact",0,1,1,1,1
"75 years and older","Widowed/Separated/Divorced","Low-rise apartment less than 5 stories","High school diploma or a high school equivalency certificate","Food secure",712.0634,1,0,0,"No Child",1,"Not expected","No impact",0,0,1,"No Impact",0,1,1,1,1
"65 to 74 years old","Married/Common law","Single detached house","Trade certificate or diploma","Food secure",11804.58,1,0,0,"No Child",2,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"75 years and older","Widowed/Separated/Divorced","Single detached house","Trade certificate or diploma","Food secure",1940.277,1,0,0,"No Child",1,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"45 to 54 years old","Never married","Other","University certificate, diploma, degree above the BA level","Food secure",13412.19,1,1,0,"No Child",3,"Might lose","No impact",1,0,0,"No Impact",0,1,1,1,1
"65 to 74 years old","Married/Common law","Single detached house","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",3305.063,1,0,0,"No Child",2,"Valid skip","Moderate",1,0,0,"Impact",0,1,1,1,1
"45 to 54 years old","Never married","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",1232.391,1,0,0,"No Child",1,"Not expected","No impact",0,0,0,"No Impact",0,1,1,1,1
"45 to 54 years old","Married/Common law","Single detached house","High school diploma or a high school equivalency certificate","Food secure",1264.197,1,0,1,"No Child",2,"Not expected","Minor",1,1,0,"Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","University certificate or diploma below the bachelor's level","Food secure",947.5979,1,0,1,"No Child",2,"Not expected","Moderate",1,0,0,"Impact",0,1,1,1,1
"65 to 74 years old","Widowed/Separated/Divorced","Single detached house","Less than high school diploma or its equivalent","Food secure",12584.18,1,0,1,"No Child",1,"Not expected","Minor",1,0,0,"Impact",0,1,1,1,1
"55 to 64 years old","Widowed/Separated/Divorced","Single detached house","High school diploma or a high school equivalency certificate","Food secure",1174.616,1,0,0,"No Child",1,"Not expected","No impact",0,0,0,"No Impact",0,1,1,1,1
"35 to 44 years old","Never married","Single detached house","High school diploma or a high school equivalency certificate","Food secure",8560.985,1,0,0,"No Child",1,"Not expected","Moderate",1,1,0,"Impact",0,1,1,1,1
"55 to 64 years old","Widowed/Separated/Divorced","Single detached house","University certificate, diploma, degree above the BA level","Food secure",2100.879,1,0,1,"No Child",1,"Not expected","Too soon",0,0,0,"Too soon",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Moderately food insecure",23347.84,1,0,0,"No Child",5,"Might lose","Major",1,1,0,"Impact",1,1,1,1,1
"65 to 74 years old","Widowed/Separated/Divorced","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",886.5816,1,0,1,"No Child",1,"Not expected","No impact",1,1,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Never married","Single detached house","High school diploma or a high school equivalency certificate","Marginally food insecure",2069.677,1,0,0,"No Child",1,"Valid skip","Too soon",1,0,0,"Too soon",1,1,1,1,1
"45 to 54 years old","Married/Common law","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",10784.96,1,0,0,"No Child",3,"Not expected","No impact",1,0,0,"No Impact",0,1,1,1,1
"25 to 34 years old","Never married","Single detached house","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Moderately food insecure",824.2363,1,0,0,"No Child",1,"Not expected","Minor",0,0,0,"Impact",1,1,1,1,1
"65 to 74 years old","Widowed/Separated/Divorced","Low-rise apartment less than 5 stories","High school diploma or a high school equivalency certificate","Food secure",1029.315,1,0,0,"No Child",1,"Valid skip","Too soon",1,0,1,"Too soon",0,1,1,1,1
"15 to 24 years old","Married/Common law","Single detached house","High school diploma or a high school equivalency certificate","Food secure",4467.873,1,0,1,"No Child",3,"Not expected","No impact",0,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",2583.315,1,0,0,"No Child",2,"Valid skip","Too soon",0,0,0,"Too soon",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","College/CEGEP/other non-university certificate or diploma","Marginally food insecure",1405.879,1,0,0,"No Child",2,"Not expected","No impact",0,0,0,"No Impact",1,1,1,1,1
"75 years and older","Widowed/Separated/Divorced","High-rise apartment 5 or more stories","High school diploma or a high school equivalency certificate","Food secure",4511.833,1,0,0,"No Child",1,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","High school diploma or a high school equivalency certificate","Food secure",4515.333,1,0,0,"No Child",2,"Not expected","No impact",0,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","High school diploma or a high school equivalency certificate","Food secure",23628.14,1,0,0,"No Child",4,"Not expected","No impact",1,0,0,"No Impact",0,1,1,1,1
"65 to 74 years old","Married/Common law","Single detached house","University certificate, diploma, degree above the BA level","Food secure",3754.642,1,0,0,"No Child",2,"Not expected","No impact",0,0,0,"No Impact",0,1,1,1,1
"65 to 74 years old","Widowed/Separated/Divorced","High-rise apartment 5 or more stories","High school diploma or a high school equivalency certificate","Food secure",2740.302,1,0,0,"No Child",1,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Widowed/Separated/Divorced","Single detached house","High school diploma or a high school equivalency certificate","Food secure",1747.553,1,0,1,"No Child",1,"Might lose","Minor",1,0,0,"Impact",0,1,1,1,1
"25 to 34 years old","Never married","Low-rise apartment less than 5 stories","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",2554.368,1,0,0,"No Child",1,"Not expected","No impact",1,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",906.8651,1,0,1,"No Child",2,"Valid skip","Moderate",1,1,0,"Impact",0,1,1,1,1
"55 to 64 years old","Widowed/Separated/Divorced","Single detached house","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",1726.453,1,1,0,"No Child",3,"Not expected","No impact",1,0,0,"No Impact",0,1,1,1,1
"75 years and older","Widowed/Separated/Divorced","Other","College/CEGEP/other non-university certificate or diploma","Food secure",4381.198,1,1,0,"No Child",1,"Valid skip","Too soon",0,0,0,"Too soon",0,1,1,1,1
